sentence,label,length
1 enters memorandum understanding business associate contains terms accomplish objectives paragraph a2i section,0,13
2 law including regulations adopted covered entity business associate contains requirements applicable business associate accomplish objectives paragraph a2i section,0,19
b business associate required law perform function activity behalf covered entity provide service described definition business associate specified â160103 subchapter covered entity covered entity may permit business associate create receive maintain transmit electronic protected health information behalf extent necessary comply legal mandate without meeting requirements paragraph a2i section provided covered entity attempts good faith obtain satisfactory assurances required paragraph a2iia section documents attempt reasons assurances cannot obtained,0,67
c covered entity may omit arrangements authorization termination contract covered entity required paragraph a2id section authorization inconsistent statutory obligations covered entity business associate,0,23
b1 standard requirements group health plans,0,6
except electronic protected health information disclosed plan sponsor disclosed pursuant â164504f1ii iii authorized â164508 group health plan must ensure plan documents provide plan sponsor reasonably appropriately safeguard electronic protected health information created received maintained transmitted plan sponsor behalf group health plan,0,41
plan documents group health plan must amended incorporate provisions require plan sponsor toâ,0,13
implement administrative physical technical safeguards reasonably appropriately protect confidentiality integrity availability electronic protected health information creates receives maintains transmits behalf group health plan,1,23
ii ensure adequate separation required â164504f2iii supported reasonable appropriate security measures,1,11
iii ensure agent including subcontractor provides information agrees implement reasonable appropriate security measures protect information,0,15
iv report group health plan security incident becomes aware,0,9
standard policies procedures,0,3
implement reasonable appropriate policies procedures comply standards implementation specifications requirements subpart taking account factors specified â164306b2i ii iii iv,0,19
standard construed permit excuse action violates standard implementation specification requirements subpart,0,11
covered entity may change policies procedures time provided changes documented implemented accordance subpart,0,13
b1 standard documentation,0,3
maintain policies procedures implemented comply subpart written may electronic form,0,10
ii action activity assessment required subpart documented maintain written may electronic record action activity assessment,0,15
time limit required,0,3
retain documentation required paragraph b1 section 6 years date creation date last effect whichever later,0,15
ii availability required,0,3
make documentation available persons responsible implementing procedures documentation pertains,0,9
iii updates required,0,3
review documentation periodically update needed response environmental operational changes affecting security electronic protected health information,0,15
health plan,0,2
1 health plan small health plan must comply applicable requirements subpart later april 20 2005,0,15
2 small health plan must comply applicable requirements subpart later april 20 2006,0,13
b health care clearinghouse,0,4
health care clearinghouse must comply applicable requirements subpart later april 20 2005,0,12
c health care provider,0,4
covered health care provider must comply applicable requirements subpart later april 20 2005,0,13
except otherwise provided herein standards requirements implementation specifications subpart apply covered entities respect protected health information,0,16
b health care clearinghouses must comply standards requirements implementation specifications follows,0,11
1 health care clearinghouse creates receives protected health information business associate another covered entity clearinghouse must comply,0,17
section 164500 relating applicability,0,4
ii section 164501 relating definitions,0,5
iii section 164502 relating uses disclosures protected health information except clearinghouse prohibited using disclosing protected health information permitted business associate contract created received protected health information,0,26
iv section 164504 relating organizational requirements covered entities,0,8
v section 164512 relating uses disclosures individual authorization opportunity agree object required except clearinghouse prohibited using disclosing protected health information permitted business associate contract created received protected health information,0,29
vi section 164532 relating transition requirements,0,6
vii section 164534 relating compliance dates initial implementation privacy standards,0,10
2 health care clearinghouse creates receives protected health information business associate covered entity clearinghouse must comply standards requirements implementation specifications subpart,0,21
c standards requirements implementation specifications subpart apply department defense federal agency nongovernmental organization acting behalf providing health care overseas foreign national beneficiaries,0,22
correctional institution means penal correctional facility jail reformatory detention center work farm halfway house residential community program center operated contract united states state territory political subdivision state territory indian tribe confinement rehabilitation persons charged convicted criminal offense persons held lawful custody,0,41
persons held lawful custody includes juvenile offenders adjudicated delinquent aliens detained awaiting deportation persons committed mental institutions criminal justice system witnesses others awaiting charges trial,0,25
designated record set means,0,4
1 group records maintained covered entity,0,6
medical records billing records individuals maintained covered health care provider,0,10
ii enrollment payment claims adjudication case medical management record systems maintained health plan,0,13
iii used whole part covered entity make decisions individuals,0,9
2 purposes paragraph term record means item collection grouping information includes protected health information maintained collected used disseminated covered entity,0,20
direct treatment relationship means treatment relationship individual health care provider indirect treatment relationship,0,13
health care operations means following activities covered entity extent activities related covered functions,0,13
1 conducting quality assessment improvement activities including outcomes evaluation development clinical guidelines provided obtaining generalizable knowledge primary purpose studies resulting activities populationbased activities relating improving health reducing health care costs protocol development case management care coordination contacting health care providers patients information treatment alternatives related functions include treatment,0,48
2 reviewing competence qualifications health care professionals evaluating practitioner provider performance health plan performance conducting training programs students trainees practitioners areas health care learn supervision practice improve skills health care providers training nonhealth care professionals accreditation certification licensing credentialing activities,0,40
3 underwriting premium rating activities relating creation renewal replacement contract health insurance health benefits ceding securing placing contract reinsurance risk relating claims health care including stoploss insurance excess loss insurance provided requirements â164514g met applicable,0,35
4 conducting arranging medical review legal services auditing functions including fraud abuse detection compliance programs,0,15
5 business planning development conducting costmanagement planningrelated analyses related managing operating entity including formulary development administration development improvement methods payment coverage policies,0,22
6 business management general administrative activities entity including limited,0,9
management activities relating implementation compliance requirements subchapter,0,7
ii customer service including provision data analyses policy holders plan sponsors customers provided protected health information disclosed policy holder plan sponsor customer,1,22
iii resolution internal grievances,0,4
iv sale transfer merger consolidation part covered entity another covered entity entity following activity become covered entity due diligence related activity,0,21
v consistent applicable requirements â164514 creating deidentified health information limited data set fundraising benefit covered entity,0,16
health oversight agency means agency authority united states state territory political subdivision state territory indian tribe person entity acting grant authority contract public agency including employees agents public agency contractors persons entities granted authority authorized law oversee health care system whether public private government programs health information necessary determine eligibility compliance enforce civil rights laws health information relevant,0,58
indirect treatment relationship means relationship individual health care provider,0,9
1 health care provider delivers health care individual based orders another health care provider,0,14
2 health care provider typically provides services products reports diagnosis results associated health care directly another health care provider provides services products reports individual,0,24
inmate means person incarcerated otherwise confined correctional institution,0,8
law enforcement official means officer employee agency authority united states state territory political subdivision state territory indian tribe empowered law,0,20
1 investigate conduct official inquiry potential violation law,0,8
2 prosecute otherwise conduct criminal civil administrative proceeding arising alleged violation law,0,12
marketing means,0,2
1 make communication product service encourages recipients communication purchase use product service unless communication made,0,15
describe healthrelated product service payment product service provided included plan benefits covered entity making communication including communications entities participating health care provider network health plan network replacement enhancements health plan healthrelated products services available health plan enrollee add value part plan benefits,0,42
ii treatment individual,0,3
iii case management care coordination individual direct recommend alternative treatments therapies health care providers settings care individual,0,17
payment means,0,2
1 activities undertaken,0,3
health plan obtain premiums determine fulfill responsibility coverage provision benefits health plan,0,12
ii health care provider health plan obtain provide reimbursement provision health care,0,12
2 activities paragraph 1 definition relate individual health care provided include limited,0,12
determinations eligibility coverage including coordination benefits determination cost sharing amounts adjudication subrogation health benefit claims,0,15
ii risk adjusting amounts due based enrollee health status demographic characteristics,0,11
iii billing claims management collection activities obtaining payment contract reinsurance including stoploss insurance excess loss insurance related health care data processing,0,21
iv review health care services respect medical necessity coverage health plan appropriateness care justification charges,0,15
v utilization review activities including precertification preauthorization services concurrent retrospective review services,0,12
vi disclosure consumer reporting agencies following protected health information relating collection premiums reimbursement,0,13
name address,0,2
b date birth,0,3
c social security number,0,4
payment history,0,2
e account number,0,3
f name address health care provider possibly possibly health plan,0,10
psychotherapy notes means notes recorded medium health care provider mental health professional documenting analyzing contents conversation private counseling session group joint family counseling session separated rest individuals medical record,0,29
psychotherapy notes excludes medication prescription,0,5
monitoring counseling session start stop times modalities frequencies treatment furnished results clinical tests summary following items diagnosis functional status treatment plan symptoms prognosis progress date,0,25
public health authority means agency authority united states state territory political subdivision state territory indian tribe person entity acting grant authority contract public agency including employees agents public agency contractors persons entities granted authority responsible public health matters part official mandate,0,41
research means systematic investigation including research development testing evaluation designed develop contribute generalizable knowledge,0,14
treatment means provision coordination management health care related services one health care providers including coordination management health care health care provider third party consultation health care providers relating patient referral patient health care one health care provider another,0,38
covered entity may use disclose protected health information except permitted required subpart subpart c part 160 subchapter,1,17
1 permitted uses disclosures,0,4
covered entity permitted use disclose protected health information follows,1,9
individual,0,1
ii treatment payment health care operations permitted compliance â164506,0,9
iii incident use disclosure otherwise permitted required subpart provided covered entity complied applicable requirements â164502b â164514d â164530c respect otherwise permitted required use disclosure,0,23
iv pursuant compliance valid authorization â164508,0,6
v pursuant agreement otherwise permitted â164510,0,6
vi permitted compliance section â164512 â164514e f g,0,8
2 required disclosures,0,3
covered entity required disclose protected health information,1,7
individual requested required â164524 â164528,0,5
ii required secretary subpart c part 160 subchapter investigate determine covered entitys compliance subpart,0,14
b standard minimum necessary,0,4
1 minimum necessary applies,0,4
using disclosing protected health information requesting protected health information another covered entity covered entity must make reasonable efforts limit protected health information minimum necessary accomplish intended purpose use disclosure request,1,30
2 minimum necessary apply,0,4
requirement apply,0,2
disclosures requests health care provider treatment,0,6
ii uses disclosures made individual permitted paragraph a1i section required paragraph a2i section,0,13
iii uses disclosures made pursuant authorization â164508,0,7
iv disclosures made secretary accordance subpart c part 160 subchapter,0,10
v uses disclosures required law described â164512a,0,7
vi uses disclosures required compliance applicable requirements subchapter,0,8
c standard uses disclosures protected health information subject agreed upon restriction,0,11
covered entity agreed restriction pursuant â164522a1 may use disclose protected health information covered restriction violation restriction except otherwise provided â164522a,1,20
standard uses disclosures deidentified protected health information,0,7
1 uses disclosures create deidentified information,0,6
covered entity may use protected health information create information individually identifiable health information disclose protected health information business associate purpose whether deidentified information used covered entity,1,26
2 uses disclosures deidentified information,0,5
health information meets standard implementation specifications deidentification â164514a b considered individually identifiable health information ie deidentified,0,16
requirements subpart apply information deidentified accordance applicable requirements â164514 provided,0,10
disclosure code means record identification designed enable coded otherwise deidentified information reidentified constitutes disclosure protected health information,1,17
ii deidentified information reidentified covered entity may use disclose reidentified information permitted required subpart,1,14
e1 standard disclosures business associates,0,5
covered entity may disclose protected health information business associate may allow business associate create receive protected health information behalf covered entity obtains satisfactory assurance business associate appropriately safeguard information,1,29
ii standard apply,0,3
respect disclosures covered entity health care provider concerning treatment individual,0,10
b respect disclosures group health plan health insurance issuer hmo respect group health plan plan sponsor extent requirements â164504f apply met,0,21
c respect uses disclosures health plan government program providing public benefits eligibility enrollment health plan determined agency agency administering health plan protected health information used determine enrollment eligibility health plan collected agency agency administering health plan activity authorized law respect collection sharing individually identifiable health information performance functions health plan agency agency administering health plan,0,55
iii covered entity violates satisfactory assurances provided business associate another covered entity noncompliance standards implementation specifications requirements paragraph â164504e,0,19
2 implementation specification documentation,0,4
covered entity must document satisfactory assurances required paragraph e1 section written contract written agreement arrangement business associate meets applicable requirements â164504e,0,21
f standard deceased individuals,0,4
covered entity must comply requirements subpart respect protected health information deceased individual,1,12
g1 standard personal representatives,0,4
specified paragraph covered entity must except provided paragraphs g3 g5 section treat personal representative individual purposes subchapter,1,17
2 implementation specification adults emancipated minors,0,6
applicable law person authority act behalf individual adult emancipated minor making decisions related health care covered entity must treat person personal representative subchapter respect protected health information relevant personal representation,1,30
3i implementation specification unemancipated minors,0,5
applicable law parent guardian person acting loco parentis authority act behalf individual unemancipated minor making decisions related health care covered entity must treat person personal representative subchapter respect protected health information relevant personal representation except person may personal representative unemancipated minor minor authority act individual respect protected health information pertaining health care service,1,53
minor consents health care service consent health care service required law regardless whether consent another person also obtained minor requested person treated personal representative,0,24
b minor may lawfully obtain health care service without consent parent guardian person acting loco parentis minor court another person authorized law consents health care service,0,26
c parent guardian person acting loco parentis assents agreement confidentiality covered health care provider minor respect health care service,0,19
ii notwithstanding provisions paragraph g3i section,0,6
extent permitted required applicable provision state law including applicable case law covered entity may disclose provide access accordance â164524 protected health information unemancipated minor parent guardian person acting loco parentis,1,30
b extent prohibited applicable provision state law including applicable case law covered entity may disclose provide access accordance â164524 protected health information unemancipated minor parent guardian person acting loco parentis,1,30
c parent guardian person acting loco parentis personal representative paragraphs g3ia b c section applicable access provision state law including case law covered entity may provide deny access â164524 parent guardian person acting loco parentis action consistent state applicable law provided decision must made licensed health care professional exercise professional judgment,0,51
4 implementation specification deceased individuals,0,5
applicable law executor administrator person authority act behalf deceased individual individuals estate covered entity must treat person personal representative subchapter respect protected health information relevant personal representation,1,27
5 implementation specification abuse neglect endangerment situations,0,7
notwithstanding state law requirement paragraph contrary covered entity may elect treat person personal representative individual covered entity reasonable belief individual may subjected domestic violence abuse neglect person b treating person personal representative could endanger individual,0,35
ii covered entity exercise professional judgment decides best interest individual treat person individuals personal representative,0,15
h standard confidential communications,0,4
covered health care provider health plan must comply applicable requirements â164522b communicating protected health information,0,15
standard uses disclosures consistent notice,0,5
covered entity required â164520 notice may use disclose protected health information manner inconsistent notice,1,14
covered entity required â164520b1iii include specific statement notice intends engage activity listed â164520b1iiiaâc may use disclose protected health information activities unless required statement included notice,1,25
j standard disclosures whistleblowers workforce member crime victims,0,8
1 disclosures whistleblowers,0,3
covered entity considered violated requirements subpart member workforce business associate discloses protected health information provided,0,15
workforce member business associate believes good faith covered entity engaged conduct unlawful otherwise violates professional clinical standards care services conditions provided covered entity potentially endangers one patients workers public,0,29
ii disclosure,0,2
health oversight agency public health authority authorized law investigate otherwise oversee relevant conduct conditions covered entity appropriate health care accreditation organization purpose reporting allegation failure meet professional standards misconduct covered entity,0,31
b attorney retained behalf workforce member business associate purpose determining legal options workforce member business associate regard conduct described paragraph j1i section,0,22
2 disclosures workforce members victims crime,0,6
covered entity considered violated requirements subpart member workforce victim criminal act discloses protected health information law enforcement official provided,0,19
protected health information disclosed suspected perpetrator criminal act,0,8
ii protected health information disclosed limited information listed â164512f2i,0,9
definitions,0,1
used section,0,2
plan administration functions means administration functions performed plan sponsor group health plan behalf group health plan excludes functions performed plan sponsor connection benefit benefit plan plan sponsor,0,27
summary health information means information may individually identifiable health information,0,10
1 summarizes claims history claims expenses type claims experienced individuals plan sponsor provided health benefits group health plan,0,18
2 information described â164514b2i deleted except geographic information described â164514b2ib need aggregated level five digit zip code,0,17
bâd,0,1
e1 standard business associate contracts,0,5
contract arrangement covered entity business associate required â164502e2 must meet requirements paragraph e2 e3 section applicable,0,16
ii covered entity compliance standards â164502e paragraph e section covered entity knew pattern activity practice business associate constituted material breach violation business associates obligation contract arrangement unless covered entity took reasonable steps cure breach end violation applicable steps unsuccessful,0,39
2 implementation specifications business associate contracts,0,6
contract covered entity business associate must,0,6
establish permitted required uses disclosures information business associate,1,8
contract may authorize business associate use disclose information manner would violate requirements subpart done covered entity except,1,17
contract may permit business associate use disclose protected health information proper management administration business associate provided paragraph e4 section,1,19
b contract may permit business associate provide data aggregation services relating health care operations covered entity,1,16
ii provide business associate,0,4
use disclose information permitted required contract required law,1,8
b use appropriate safeguards prevent use disclosure information provided contract,1,10
c report covered entity use disclosure information provided contract becomes aware,0,11
ensure agents including subcontractor provides protected health information received created received business associate behalf covered entity agrees restrictions conditions apply business associate respect information,0,24
e make available protected health information accordance â164524,0,8
f make available protected health information amendment incorporate amendments protected health information accordance â164526,0,14
g make available information required provide accounting disclosures accordance â164528,0,10
h make internal practices books records relating use disclosure protected health information received created received business associate behalf covered entity available secretary purposes determining covered entitys compliance subpart,0,28
termination contract feasible return destroy protected health information received created received business associate behalf covered entity business associate still maintains form retain copies information return destruction feasible extend protections contract information limit uses disclosures purposes make return destruction information infeasible,0,40
iii authorize termination contract covered entity covered entity determines business associate violated material term contract,0,15
3 implementation specifications arrangements,0,4
covered entity business associate governmental entities,0,6
covered entity may comply paragraph e section entering memorandum understanding business associate contains terms accomplish objectives paragraph e2 section,0,19
b covered entity may comply paragraph e section law including regulations adopted covered entity business associate contains requirements applicable business associate accomplish objectives paragraph e2 section,0,26
ii business associate required law perform function activity behalf covered entity provide service described definition business associate â160103 subchapter covered entity covered entity may disclose protected health information business associate extent necessary comply legal mandate without meeting requirements paragraph e provided covered entity attempts good faith obtain satisfactory assurances required paragraph e3i section attempt fails documents attempt reasons assurances cannot obtained,0,61
iii covered entity may omit arrangements termination authorization required paragraph e2iii section authorization inconsistent statutory obligations covered entity business associate,0,20
4 implementation specifications requirements contracts arrangements,0,6
contract arrangement covered entity business associate may permit business associate use information received business associate capacity business associate covered entity necessary,1,21
proper management administration business associate,0,5
b carry legal responsibilities business associate,0,6
ii contract arrangement covered entity business associate may permit business associate disclose information received business associate capacity business associate purposes described paragraph e4i section,1,24
disclosure required law,0,3
b1 business associate obtains reasonable assurances person information disclosed held confidentially used disclosed required law purpose disclosed person,1,18
2 person notifies business associate instances aware confidentiality information breached,0,10
f1 standard requirements group health plans,0,6
except provided paragraph f1ii iii section otherwise authorized â164508 group health plan order disclose protected health information plan sponsor provide permit disclosure protected health information plan sponsor health insurance issuer hmo respect group health plan must ensure plan documents restrict uses disclosures information plan sponsor consistent requirements subpart,1,48
ii group health plan health insurance issuer hmo respect group health plan may disclose summary health information plan sponsor plan sponsor requests summary health information purpose,1,26
obtaining premium bids health plans providing health insurance coverage group health plan,0,12
b modifying amending terminating group health plan,0,7
iii group health plan health insurance issuer hmo respect group health plan may disclose plan sponsor information whether individual participating group health plan enrolled disenrolled health insurance issuer hmo offered plan,1,31
2 implementation specifications requirements plan documents,0,6
plan documents group health plan must amended incorporate provisions,0,9
establish permitted required uses disclosures information plan sponsor provided permitted required uses disclosures may inconsistent subpart,1,16
ii provide group health plan disclose protected health information plan sponsor upon receipt certification plan sponsor plan documents amended incorporate following provisions plan sponsor agrees,1,25
use disclose information permitted required plan documents required law,1,9
b ensure agents including subcontractor provides protected health information received group health plan agree restrictions conditions apply plan sponsor respect information,0,21
c use disclose information employmentrelated actions decisions connection benefit employee benefit plan plan sponsor,1,14
report group health plan use disclosure information inconsistent uses disclosures provided becomes aware,0,13
h make internal practices books records relating use disclosure protected health information received group health plan available secretary purposes determining compliance group health plan subpart,0,25
feasible return destroy protected health information received group health plan sponsor still maintains form retain copies information longer needed purpose disclosure made except return destruction feasible limit uses disclosures purposes make return destruction information infeasible,0,35
j ensure adequate separation required paragraph f2iii section established,0,9
iii provide adequate separation group health plan plan sponsor,0,9
plan documents must,0,3
describe employees classes employees persons control plan sponsor given access protected health information disclosed provided employee person receives protected health information relating payment health care operations matters pertaining group health plan ordinary course business must included description,1,37
b restrict access use employees persons described paragraph f2iiia section plan administration functions plan sponsor performs group health plan,1,19
c provide effective mechanism resolving issues noncompliance persons described paragraph f2iiia section plan document provisions required paragraph,0,17
3 implementation specifications uses disclosures,0,5
group health plan may,0,4
disclose protected health information plan sponsor carry plan administration functions plan sponsor performs consistent provisions paragraph f2 section,1,18
ii permit health insurance issuer hmo respect group health plan disclose protected health information plan sponsor except permitted paragraph,1,19
iii disclose may permit health insurance issuer hmo disclose protected health information plan sponsor otherwise permitted paragraph unless statement required â164520b1iiic included appropriate notice,1,24
iv disclose protected health information plan sponsor purpose employmentrelated actions decisions connection benefit employee benefit plan plan sponsor,1,18
g standard requirements covered entity multiple covered functions,0,8
1 covered entity performs multiple covered functions would make entity combination health plan covered health care provider health care clearinghouse must comply standards requirements implementation specifications subpart applicable health plan health care provider health care clearinghouse covered functions performed,0,39
2 covered entity performs multiple covered functions may use disclose protected health information individuals receive covered entitys health plan health care provider services purposes related appropriate function performed,1,28
standard permitted uses disclosures,0,4
except respect uses disclosures require authorization â164508a2 3 covered entity may use disclose protected health information treatment payment health care operations set forth paragraph c section provided use disclosure consistent applicable requirements subpart,1,33
b standard consent uses disclosures permitted,0,6
1 covered entity may obtain consent individual use disclose protected health information carry treatment payment health care operations,1,18
2 consent paragraph b section shall effective permit use disclosure protected health information authorization â164508 required another condition must met use disclosure permissible subpart,1,24
c implementation specifications treatment payment health care operations,0,8
1 covered entity may use disclose protected health information treatment payment health care operations,1,14
2 covered entity may disclose protected health information treatment activities health care provider,1,13
3 covered entity may disclose protected health information another covered entity health care provider payment activities entity receives information,1,19
4 covered entity may disclose protected health information another covered entity health care operations activities entity receives information entity either relationship individual subject protected health information requested protected health information pertains relationship disclosure,1,33
purpose listed paragraph 1 2 definition health care operations,0,9
ii purpose health care fraud abuse detection compliance,0,8
5 covered entity participates organized health care arrangement may disclose protected health information individual another covered entity participates organized health care arrangement health care operations activities organized health care arrangement,1,30
standard authorizations uses disclosures,0,4
1 authorization required general rule,0,5
except otherwise permitted required subchapter covered entity may use disclose protected health information without authorization valid section,1,17
covered entity obtains receives valid authorization use disclosure protected health information use disclosure must consistent authorization,1,16
2 authorization required psychotherapy notes,0,5
notwithstanding provision subpart transition provisions â164532 covered entity must obtain authorization use disclosure psychotherapy notes except carry following treatment payment health care operations,1,23
use originator psychotherapy notes treatment,1,5
b use disclosure covered entity training programs students trainees practitioners mental health learn supervision practice improve skills group joint family individual counseling,1,22
c use disclosure covered entity defend legal action proceeding brought individual,1,11
ii use disclosure required â164502a2ii permitted â164512a â164512d respect oversight originator psychotherapy notes â164512g1 â164512j1i,1,15
3 authorization required marketing,0,4
notwithstanding provision subpart transition provisions â164532 covered entity must obtain authorization use disclosure protected health information marketing except communication form,1,20
facetoface communication made covered entity individual,0,6
b promotional gift nominal value provided covered entity,0,8
ii marketing involves direct indirect remuneration covered entity third party authorization must state remuneration involved,0,15
b implementation specifications general requirements,0,5
1 valid authorizations,0,3
valid authorization document meets requirements paragraphs a3ii c1 c2 section applicable,0,11
ii valid authorization may contain elements information addition elements required section provided additional elements information inconsistent elements required section,0,19
2 defective authorizations,0,3
authorization valid document submitted following defects,0,6
expiration date passed expiration event known covered entity occurred,0,9
ii authorization filled completely respect element described paragraph c section applicable,0,11
iii authorization known covered entity revoked,0,6
iv authorization violates paragraph b3,0,5
4 section applicable,0,3
v material information authorization known covered entity false,0,8
3 compound authorizations,0,3
authorization use disclosure protected health information may combined document create compound authorization except follows,0,14
authorization use disclosure protected health information research study may combined type written permission research study including another authorization use disclosure protected health information research consent participate research,0,27
ii authorization use disclosure psychotherapy notes may combined another authorization use disclosure psychotherapy notes,0,14
iii authorization section authorization use disclosure psychotherapy notes may combined authorization section except covered entity conditioned provision treatment payment enrollment health plan eligibility benefits paragraph b4 section provision one authorizations,0,30
4 prohibition conditioning authorizations,0,4
covered entity may condition provision individual treatment payment enrollment health plan eligibility benefits provision authorization except,0,16
covered health care provider may condition provision researchrelated treatment provision authorization use disclosure protected health information research section,1,18
ii health plan may condition enrollment health plan eligibility benefits provision authorization requested health plan prior individuals enrollment health plan,0,20
authorization sought health plans eligibility enrollment determinations relating individual underwriting risk rating determinations,0,13
b authorization use disclosure psychotherapy notes paragraph a2 section,0,9
iii covered entity may condition provision health care solely purpose creating protected health information disclosure third party provision authorization disclosure protected health information third party,1,25
5 revocation authorizations,0,3
individual may revoke authorization provided section time provided revocation writing except extent,0,12
covered entity taken action reliance thereon,0,6
ii authorization obtained condition obtaining insurance coverage law provides insurer right contest claim policy policy,0,15
6 documentation,0,2
covered entity must document retain signed authorization section required â164530j,0,10
c implementation specifications core elements requirements,0,6
1 core elements,0,3
valid authorization section must contain least following elements,0,8
description information used disclosed identifies information specific meaningful fashion,1,9
ii name specific identification persons class persons authorized make requested use disclosure,1,12
iii name specific identification persons class persons covered entity may make requested use disclosure,1,14
iv description purpose requested use disclosure,1,6
statement request individual sufficient description purpose individual initiates authorization elects provide statement purpose,1,13
v expiration date expiration event relates individual purpose use disclosure,1,10
statement end research study none similar language sufficient authorization use disclosure protected health information research including creation maintenance research database research repository,1,22
vi signature individual date,0,4
authorization signed personal representative individual description representatives authority act individual must also provided,0,13
2 required statements,0,3
addition core elements authorization must contain statements adequate place individual notice following,0,12
individuals right revoke authorization writing either,0,6
exceptions right revoke description individual may revoke authorization,0,8
b extent information paragraph c2ia section included notice required â164520 reference covered entitys notice,0,14
ii ability inability condition treatment payment enrollment eligibility benefits authorization stating either,0,12
covered entity may condition treatment payment enrollment eligibility benefits whether individual signs authorization prohibition conditioning authorizations paragraph b4 section applies,0,20
b consequences individual refusal sign authorization accordance paragraph b4 section covered entity condition treatment enrollment health plan eligibility benefits failure obtain authorization,0,22
iii potential information disclosed pursuant authorization subject redisclosure recipient longer protected subpart,0,12
3 plain language requirement,0,4
authorization must written plain language,0,5
4 copy individual,0,3
covered entity seeks authorization individual use disclosure protected health information covered entity must provide individual copy signed authorization,0,18
covered entity may use disclose protected health information provided individual informed advance use disclosure opportunity agree prohibit restrict use disclosure accordance applicable requirements section,1,24
covered entity may orally inform individual obtain individuals oral agreement objection use disclosure permitted section,0,15
standard use disclosure facility directories,0,5
1 permitted uses disclosure,0,4
except objection expressed accordance paragraphs a2 3 section covered health care provider may,0,13
use following protected health information maintain directory individuals facility,1,9
individuals name,0,2
b individuals location covered health care providers facility,0,8
c individuals condition described general terms communicate specific medical information individual,0,11
individuals religious affiliation,0,3
ii disclose directory purposes information members clergy b except religious affiliation persons ask individual name,1,15
2 opportunity object,0,3
covered health care provider must inform individual protected health information may include directory persons may disclose information including disclosures clergy information regarding religious affiliation provide individual opportunity restrict prohibit uses disclosures permitted paragraph a1 section,1,35
3 emergency circumstances,0,3
opportunity object uses disclosures required paragraph a2 section cannot practicably provided individuals incapacity emergency treatment circumstance covered health care provider may use disclose protected health information permitted paragraph a1 section facilitys directory disclosure,1,33
consistent prior expressed preference individual known covered health care provider,0,10
b individuals best interest determined covered health care provider exercise professional judgment,0,12
ii covered health care provider must inform individual provide opportunity object uses disclosures directory purposes required paragraph a2 section becomes practicable,1,21
b standard uses disclosures involvement individuals care notification purposes,0,9
covered entity may accordance paragraphs b2 3 section disclose family member relative close personal friend individual person identified individual protected health information directly relevant persons involvement individuals care payment related individuals health care,1,33
ii covered entity may use disclose protected health information notify assist notification including identifying locating family member personal representative individual another person responsible care individual individuals location general condition death,1,30
use disclosure protected health information notification purposes must accordance paragraphs b2 3 4 section applicable,1,15
2 uses disclosures individual present,0,5
individual present otherwise available prior use disclosure permitted paragraph b1 section capacity make health care decisions covered entity may use disclose protected health information,1,24
