sentence,label
the designated person must testify as to matters known or reasonably available to the entity,0
2 a subpoena under this section must be served byâ,0
i delivering a copy to the natural person named in the subpoena or to the entity named in the subpoena at its last principal place of business or,0
ii registered or certified mail addressed to the natural person at his or her last known dwelling place or to the entity at its last known principal place of business,0
3 a verified return by the natural person serving the subpoena setting forth the manner of service or  in the case of service by registered or certified mail  the signed return post office receipt  constitutes proof of service,0
4 witnesses are entitled to the same fees and mileage as witnesses in the district courts of the united states 28 usc 1821 and 1825,0
fees need not be paid at the time the subpoena is served,0
5 a subpoena under this section is enforceable through the district court of the united states for the district where the subpoenaed natural person resides or is found or where the entity transacts business,0
b investigational inquiries are nonpublic investigational proceedings conducted by the secretary,0
1 testimony at investigational inquiries will be taken under oath or affirmation,0
2 attendance of nonwitnesses is discretionary with the secretary  except that a witness is entitled to be accompanied  represented  and advised by an attorney,0
3 representatives of the secretary are entitled to attend and ask questions,0
4 a witness will have the opportunity to clarify his or her answers on the record following questioning by the secretary,0
5 any claim of privilege must be asserted by the witness on the record,0
6 objections must be asserted on the record,0
errors of any kind that might be corrected if promptly presented will be deemed to be waived unless reasonable objection is made at the investigational inquiry,0
except where the objection is on the grounds of privilege  the question will be answered on the record  subject to objection,0
7 if a witness refuses to answer any question not privileged or to produce requested documents or items  or engages in conduct likely to delay or obstruct the investigational inquiry  the secretary may seek enforcement of the subpoena under paragraph a5 of this section,0
8 the proceedings will be recorded and transcribed,0
the witness is entitled to a copy of the transcript  upon payment of prescribed costs  except that  for good cause  the witness may be limited to inspection of the official transcript of his or her testimony,0
9i the transcript will be submitted to the witness for signature,0
a where the witness will be provided a copy of the transcript  the transcript will be submitted to the witness for signature,0
the witness may submit to the secretary written proposed corrections to the transcript  with such corrections attached to the transcript,0
if the witness does not return a signed copy of the transcript or proposed corrections within 30 days computed in the same manner as prescribed under â160526 of this part of its being submitted to him or her for signature  the witness will be deemed to have agreed that the transcript is true and accurate,0
b where  as provided in paragraph b8 of this section  the witness is limited to inspecting the transcript  the witness will have the opportunity at the time of inspection to propose corrections to the transcript  with corrections attached to the transcript,0
the witness will also have the opportunity to sign the transcript,0
if the witness does not sign the transcript or offer corrections within 30 days computed in the same manner as prescribed under â160526 of this part of receipt of notice of the opportunity to inspect the transcript  the witness will be deemed to have agreed that the transcript is true and accurate,0
ii the secretarys proposed corrections to the record of transcript will be attached to the transcript,0
c consistent with â160310c3  testimony and other evidence obtained in an investigational inquiry may be used by hhs in any of its activities and may be used or offered into evidence in any administrative or judicial proceeding,0
â 160316 refraining from intimidation or retaliation,0
a covered entity may not threaten  intimidate  coerce  harass  discriminate against  or take any other retaliatory action against any individual or other person forâ,0
a filing of a complaint under â160306,0
b testifying  assisting  or participating in an investigation  compliance review  proceeding  or hearing under this part or,0
c opposing any act or practice made unlawful by this subchapter  provided the individual or person has a good faith belief that the practice opposed is unlawful  and the manner of opposition is reasonable and does not involve a disclosure of protected health information in violation of subpart e of part 164 of this subchapter,0
subpart dâimposition of civil money penalties source 71 fr 8426  feb 16  2006  unless otherwise noted,0
â 160400 applicability,0
this subpart applies to the imposition of a civil money penalty by the secretary under 42 usc 1320dâ5,0
â 160402 basis for a civil money penalty,0
a general rule,0
subject to â160410  the secretary will impose a civil money penalty upon a covered entity if the secretary determines that the covered entity has violated an administrative simplification provision,0
b violation by more than one covered entity,0
1 except as provided in paragraph b2 of this section  if the secretary determines that more than one covered entity was responsible for a violation  the secretary will impose a civil money penalty against each such covered entity,0
2 a covered entity that is a member of an affiliated covered entity  in accordance with â164105b of this subchapter  is jointly and severally liable for a civil money penalty for a violation of part 164 of this subchapter based on an act or omission of the affiliated covered entity  unless it is established that another member of the affiliated covered entity was responsible for the violation,0
c violation attributed to a covered entity,0
a covered entity is liable  in accordance with the federal common law of agency  for a civil money penalty for a violation based on the act or omission of any agent of the covered entity  including a workforce member  acting within the scope of the agency  unlessâ,0
1 the agent is a business associate of the covered entity,0
2 the covered entity has complied  with respect to such business associate  with the applicable requirements of ââ164308b and 164502e of this subchapter and,0
3 the covered entity did notâ,0
i know of a pattern of activity or practice of the business associate  and,0
ii fail to act as required by ââ164314a1ii and 164504e1ii of this subchapter  as applicable,0
â 160404 amount of a civil money penalty,0
a the amount of a civil money penalty will be determined in accordance with paragraph b of this section and ââ160406  160408  and 160412,0
b the amount of a civil money penalty that may be imposed is subject to the following limitations,0
1 the secretary may not impose a civil money penaltyâ,0
i in the amount of more than 100 for each violation or,0
ii in excess of 25 000 for identical violations during a calendar year january 1 through the following december 31,0
2 if a requirement or prohibition in one administrative simplification provision is repeated in a more general form in another administrative simplification provision in the same subpart  a civil money penalty may be imposed for a violation of only one of these administrative simplification provisions,0
â 160406 violations of an identical requirement or prohibition,0
the secretary will determine the number of violations of an administrative simplification provision based on the nature of the covered entitys obligation to act or not act under the provision that is violated  such as its obligation to act in a certain manner  or within a certain time  or to act or not act with respect to certain persons,0
in the case of continuing violation of a provision  a separate violation occurs each day the covered entity is in violation of the provision,0
â 160408 factors considered in determining the amount of a civil money penalty,0
in determining the amount of any civil money penalty  the secretary may consider as aggravating or mitigating factors  as appropriate  any of the following,0
a the nature of the violation  in light of the purpose of the rule violated,0
b the circumstances  including the consequences  of the violation  including but not limited to,0
1 the time period during which the violations occurred,0
2 whether the violation caused physical harm,0
3 whether the violation hindered or facilitated an individuals ability to obtain health care and,0
4 whether the violation resulted in financial harm,0
c the degree of culpability of the covered entity  including but not limited to,0
1 whether the violation was intentional and,0
2 whether the violation was beyond the direct control of the covered entity,0
d any history of prior compliance with the administrative simplification provisions  including violations  by the covered entity  including but not limited to,0
1 whether the current violation is the same or similar to prior violations,0
2 whether and to what extent the covered entity has attempted to correct previous violations,0
3 how the covered entity has responded to technical assistance from the secretary provided in the context of a compliance effort and,0
4 how the covered entity has responded to prior complaints,0
e the financial condition of the covered entity  including but not limited to,0
1 whether the covered entity had financial difficulties that affected its ability to comply,0
2 whether the imposition of a civil money penalty would jeopardize the ability of the covered entity to continue to provide  or to pay for  health care and,0
3 the size of the covered entity,0
f such other matters as justice may require,0
â 160410 affirmative defenses,0
a as used in this section  the following terms have the following meanings,0
reasonable cause means circumstances that would make it unreasonable for the covered entity  despite the exercise of ordinary business care and prudence  to comply with the administrative simplification provision violated,0
reasonable diligence means the business care and prudence expected from a person seeking to satisfy a legal requirement under similar circumstances,0
willful neglect means conscious  intentional failure or reckless indifference to the obligation to comply with the administrative simplification provision violated,0
b the secretary may not impose a civil money penalty on a covered entity for a violation if the covered entity establishes that an affirmative defense exists with respect to the violation  including the following,0
1 the violation is an act punishable under 42 usc 1320dâ6,0
2 the covered entity establishes  to the satisfaction of the secretary  that it did not have knowledge of the violation  determined in accordance with the federal common law of agency  and  by exercising reasonable diligence  would not have known that the violation occurred or,0
3 the violation isâ,0
i due to reasonable cause and not willful neglect and,0
ii corrected during either,0
a the 30day period beginning on the date the covered entity liable for the penalty knew  or by exercising reasonable diligence would have known  that the violation occurred or,0
b such additional period as the secretary determines to be appropriate based on the nature and extent of the failure to comply,0
â 160412 waiver,0
for violations described in â160410b3i that are not corrected within the period described in â160410b3ii  the secretary may waive the civil money penalty  in whole or in part  to the extent that payment of the penalty would be excessive relative to the violation,0
â 160414 limitations,0
no action under this subpart may be entertained unless commenced by the secretary  in accordance with â160420  within 6 years from the date of the occurrence of the violation,0
â 160416 authority to settle,0
nothing in this subpart limits the authority of the secretary to settle any issue or case or to compromise any penalty,0
â 160418 penalty not exclusive,0
except as otherwise provided by 42 usc 1320d5b1  a penalty imposed under this part is in addition to any other penalty prescribed by law,0
â 160420 notice of proposed determination,0
a if a penalty is proposed in accordance with this part  the secretary must deliver  or send by certified mail with return receipt requested  to the respondent  written notice of the secretarys intent to impose a penalty,0
this notice of proposed determination must includeâ,0
1 reference to the statutory basis for the penalty,0
2 a description of the findings of fact regarding the violations with respect to which the penalty is proposed except that  in any case where the secretary is relying upon a statistical sampling study in accordance with â160536 of this part  the notice must provide a copy of the study relied upon by the secretary,0
3 the reasons why the violations subjects the respondent to a penalty,0
4 the amount of the proposed penalty,0
5 any circumstances described in â160408 that were considered in determining the amount of the proposed penalty and,0
6 instructions for responding to the notice  including a statement of the respondents right to a hearing  a statement that failure to request a hearing within 90 days permits the imposition of the proposed penalty without the right to a hearing under â160504 or a right of appeal under â160548 of this part  and the address to which the hearing request must be sent,0
b the respondent may request a hearing before an alj on the proposed penalty by filing a request in accordance with â160504 of this part,0
â 160422 failure to request a hearing,0
if the respondent does not request a hearing within the time prescribed by â160504 of this part and the matter is not settled pursuant to â160416  the secretary will impose the proposed penalty or any lesser penalty permitted by 42 usc 1320dâ5,0
the secretary will notify the respondent by certified mail  return receipt requested  of any penalty that has been imposed and of the means by which the respondent may satisfy the penalty  and the penalty is final on receipt of the notice,0
the respondent has no right to appeal a penalty under â160548 of this part with respect to which the respondent has not timely requested a hearing,0
â 160424 collection of penalty,0
a once a determination of the secretary to impose a penalty has become final  the penalty will be collected by the secretary  subject to the first sentence of 42 usc 1320aâ7af,0
b the penalty may be recovered in a civil action brought in the united states district court for the district where the respondent resides  is found  or is located,0
c the amount of a penalty  when finally determined  or the amount agreed upon in compromise  may be deducted from any sum then or later owing by the united states  or by a state agency  to the respondent,0
d matters that were raised or that could have been raised in a hearing before an alj  or in an appeal under 42 usc 1320aâ7ae  may not be raised as a defense in a civil action by the united states to collect a penalty under this part,0
â 160426 notification of the public and other agencies,0
whenever a proposed penalty becomes final  the secretary will notify  in such manner as the secretary deems appropriate  the public and the following organizations and entities thereof and the reason it was imposed the appropriate state or local medical or professional organization  the appropriate state agency or agencies administering or supervising the administration of state health care programs as defined in 42 usc 1320aâ7h  the appropriate utilization and quality control peer review organization  and the appropriate state or local licensing agency or organization including the agency specified in 42 usc 1395aaa  1396aa33,0
subpart eâprocedures for hearings source 71 fr 8428  feb 16  2006  unless otherwise noted,0
â 160500 applicability,0
this subpart applies to hearings conducted relating to the imposition of a civil money penalty by the secretary under 42 usc 1320dâ5,0
â 160502 definitions,0
as used in this subpart  the following term has the following meaning,0
board means the members of the hhs departmental appeals board  in the office of the secretary  who issue decisions in panels of three,0
â 160504 hearing before an alj,0
a a respondent may request a hearing before an alj,0
the parties to the hearing proceeding consist ofâ,0
1 the respondent and,0
2 the officers or employees of hhs to whom the enforcement authority involved has been delegated,0
b the request for a hearing must be made in writing signed by the respondent or by the respondents attorney and sent by certified mail  return receipt requested  to the address specified in the notice of proposed determination,0
the request for a hearing must be mailed within 90 days after notice of the proposed determination is received by the respondent,0
for purposes of this section  the respondents date of receipt of the notice of proposed determination is presumed to be 5 days after the date of the notice unless the respondent makes a reasonable showing to the contrary to the alj,0
c the request for a hearing must clearly and directly admit  deny  or explain each of the findings of fact contained in the notice of proposed determination with regard to which the respondent has any knowledge,0
if the respondent has no knowledge of a particular finding of fact and so states  the finding shall be deemed denied,0
the request for a hearing must also state the circumstances or arguments that the respondent alleges constitute the grounds for any defense and the factual and legal basis for opposing the penalty  except that a respondent may raise an affirmative defense under â160410b1 at any time,0
d the alj must dismiss a hearing request whereâ,0
1 on motion of the secretary  the alj determines that the respondents hearing request is not timely filed as required by paragraphs b or does not meet the requirements of paragraph c of this section,0
2 the respondent withdraws the request for a hearing,0
3 the respondent abandons the request for a hearing or,0
4 the respondents hearing request fails to raise any issue that may properly be addressed in a hearing,0
â 160506 rights of the parties,0
a except as otherwise limited by this subpart  each party mayâ,0
1 be accompanied  represented  and advised by an attorney,0
2 participate in any conference held by the alj,0
3 conduct discovery of documents as permitted by this subpart,0
4 agree to stipulations of fact or law that will be made part of the record,0
5 present evidence relevant to the issues at the hearing,0
6 present and crossexamine witnesses,0
7 present oral arguments at the hearing as permitted by the alj and,0
8 submit written briefs and proposed findings of fact and conclusions of law after the hearing,0
b a party may appear in person or by a representative,0
natural persons who appear as an attorney or other representative must conform to the standards of conduct and ethics required of practitioners before the courts of the united states,0
c fees for any services performed on behalf of a party by an attorney are not subject to the provisions of 42 usc 406  which authorizes the secretary to specify or limit their fees,0
â 160508 authority of the alj,0
a the alj must conduct a fair and impartial hearing  avoid delay  maintain order  and ensure that a record of the proceeding is made,0
b the alj mayâ,0
1 set and change the date  time and place of the hearing upon reasonable notice to the parties,0
2 continue or recess the hearing in whole or in part for a reasonable period of time,0
3 hold conferences to identify or simplify the issues  or to consider other matters that may aid in the expeditious disposition of the proceeding,0
4 administer oaths and affirmations,0
5 issue subpoenas requiring the attendance of witnesses at hearings and the production of documents at or in relation to hearings,0
6 rule on motions and other procedural matters,0
7 regulate the scope and timing of documentary discovery as permitted by this subpart,0
8 regulate the course of the hearing and the conduct of representatives  parties  and witnesses,0
9 examine witnesses,0
10 receive  rule on  exclude  or limit evidence,0
11 upon motion of a party  take official notice of facts,0
12 conduct any conference  argument or hearing in person or  upon agreement of the parties  by telephone and,0
13 upon motion of a party  decide cases  in whole or in part  by summary judgment where there is no disputed issue of material fact,0
a summary judgment decision constitutes a hearing on the record for the purposes of this subpart,0
c the aljâ,0
1 may not find invalid or refuse to follow federal statutes  regulations  or secretarial delegations of authority and must give deference to published guidance to the extent not inconsistent with statute or regulation,0
2 may not enter an order in the nature of a directed verdict,0
3 may not compel settlement negotiations,0
4 may not enjoin any act of the secretary or,0
5 may not review the exercise of discretion by the secretary with respect to whether to grant an extension under â160410b3iib of this part or to provide technical assistance under 42 usc 1320dâ5b3b,0
â 160510 ex parte contacts,0
no party or person except employees of the aljs office may communicate in any way with the alj on any matter at issue in a case  unless on notice and opportunity for both parties to participate,0
this provision does not prohibit a party or person from inquiring about the status of a case or asking routine questions concerning administrative functions or procedures,0
â 160512 prehearing conferences,0
a the alj must schedule at least one prehearing conference  and may schedule additional prehearing conferences as appropriate  upon reasonable notice  which may not be less than 14 business days  to the parties,0
b the alj may use prehearing conferences to discuss the followingâ,0
1 simplification of the issues,0
2 the necessity or desirability of amendments to the pleadings  including the need for a more definite statement,0
3 stipulations and admissions of fact or as to the contents and authenticity of documents,0
4 whether the parties can agree to submission of the case on a stipulated record,0
5 whether a party chooses to waive appearance at an oral hearing and to submit only documentary evidence subject to the objection of the other party and written argument,0
6 limitation of the number of witnesses,0
7 scheduling dates for the exchange of witness lists and of proposed exhibits,0
8 discovery of documents as permitted by this subpart,0
9 the time and place for the hearing,0
10 the potential for the settlement of the case by the parties and,0
11 other matters as may tend to encourage the fair  just and expeditious disposition of the proceedings  including the protection of privacy of individually identifiable health information that may be submitted into evidence or otherwise used in the proceeding  if appropriate,0
c the alj must issue an order containing the matters agreed upon by the parties or ordered by the alj at a prehearing conference,0
â 160514 authority to settle,0
the secretary has exclusive authority to settle any issue or case without the consent of the alj,0
â 160516 discovery,0
a a party may make a request to another party for production of documents for inspection and copying that are relevant and material to the issues before the alj,0
b for the purpose of this section  the term documents includes information  reports  answers  records  accounts  papers and other data and documentary evidence,0
nothing contained in this section may be interpreted to require the creation of a document  except that requested data stored in an electronic data storage system must be produced in a form accessible to the requesting party,0
c requests for documents  requests for admissions  written interrogatories  depositions and any forms of discovery  other than those permitted under paragraph a of this section  are not authorized,0
d this section may not be construed to require the disclosure of interview reports or statements obtained by any party  or on behalf of any party  of persons who will not be called as witnesses by that party  or analyses and summaries prepared in conjunction with the investigation or litigation of the case  or any otherwise privileged documents,0
e1 when a request for production of documents has been received  within 30 days the party receiving that request must either fully respond to the request  or state that the request is being objected to and the reasons for that objection,0
if objection is made to part of an item or category  the part must be specified,0
upon receiving any objections  the party seeking production may then  within 30 days or any other time frame set by the alj  file a motion for an order compelling discovery,0
the party receiving a request for production may also file a motion for protective order any time before the date the production is due,0
2 the alj may grant a motion for protective order or deny a motion for an order compelling discovery if the alj finds that the discovery soughtâ,0
i is irrelevant,0
ii is unduly costly or burdensome,0
iii will unduly delay the proceeding or,0
iv seeks privileged information,0
3 the alj may extend any of the time frames set forth in paragraph e1 of this section,0
4 the burden of showing that discovery should be allowed is on the party seeking discovery,0
â 160518 exchange of witness lists  witness statements  and exhibits,0
a the parties must exchange witness lists  copies of prior written statements of proposed witnesses  and copies of proposed hearing exhibits  including copies of any written statements that the party intends to offer in lieu of live testimony in accordance with â160538  not more than 60  and not less than 15  days before the scheduled hearing  except that if a respondent intends to introduce the evidence of a statistical expert  the respondent must provide the secretarial party with a copy of the statistical experts report not less than 30 days before the scheduled hearing,0
b1 if  at any time  a party objects to the proposed admission of evidence not exchanged in accordance with paragraph a of this section  the alj must determine whether the failure to comply with paragraph a of this section should result in the exclusion of that evidence,0
2 unless the alj finds that extraordinary circumstances justified the failure timely to exchange the information listed under paragraph a of this section  the alj must exclude from the partys caseinchiefâ,0
i the testimony of any witness whose name does not appear on the witness list and,0
ii any exhibit not provided to the opposing party as specified in paragraph a of this section,0
3 if the alj finds that extraordinary circumstances existed  the alj must then determine whether the admission of that evidence would cause substantial prejudice to the objecting party,0
i if the alj finds that there is no substantial prejudice  the evidence may be admitted,0
ii if the alj finds that there is substantial prejudice  the alj may exclude the evidence  or  if he or she does not exclude the evidence  must postpone the hearing for such time as is necessary for the objecting party to prepare and respond to the evidence  unless the objecting party waives postponement,0
c unless the other party objects within a reasonable period of time before the hearing  documents exchanged in accordance with paragrapha of this section will be deemed to be authentic for the purpose of admissibility at the hearing,0
â 160520 subpoenas for attendance at hearing,0
a a party wishing to procure the appearance and testimony of any person at the hearing may make a motion requesting the alj to issue a subpoena if the appearance and testimony are reasonably necessary for the presentation of a partys case,0
b a subpoena requiring the attendance of a person in accordance with paragraph a of this section may also require the person whether or not the person is a party to produce relevant and material evidence at or before the hearing,0
c when a subpoena is served by a respondent on a particular employee or official or particular office of hhs  the secretary may comply by designating any knowledgeable hhs representative to appear and testify,0
d a party seeking a subpoena must file a written motion not less than 30 days before the date fixed for the hearing  unless otherwise allowed by the alj for good cause shown,0
that motion mustâ,0
1 specify any evidence to be produced,0
2 designate the witnesses and,0
3 describe the address and location with sufficient particularity to permit those witnesses to be found,0
e the subpoena must specify the time and place at which the witness is to appear and any evidence the witness is to produce,0
f within 15 days after the written motion requesting issuance of a subpoena is served  any party may file an opposition or other response,0
g if the motion requesting issuance of a subpoena is granted  the party seeking the subpoena must serve it by delivery to the person named  or by certified mail addressed to that person at the persons last dwelling place or principal place of business,0
h the person to whom the subpoena is directed may file with the alj a motion to quash the subpoena within 10 days after service,0
i the exclusive remedy for contumacy by  or refusal to obey a subpoena duly served upon  any person is specified in 42 usc 405e,0
â 160522 fees,0
the party requesting a subpoena must pay the cost of the fees and mileage of any witness subpoenaed in the amounts that would be payable to a witness in a proceeding in united states district court,0
a check for witness fees and mileage must accompany the subpoena when served  except that  when a subpoena is issued on behalf of the secretary  a check for witness fees and mileage need not accompany the subpoena,0
â 160524 form  filing  and service of papers,0
a forms,0
1 unless the alj directs the parties to do otherwise  documents filed with the alj must include an original and two copies,0
2 every pleading and paper filed in the proceeding must contain a caption setting forth the title of the action  the case number  and a designation of the paper  such as motion to quash subpoena,0
3 every pleading and paper must be signed by and must contain the address and telephone number of the party or the person on whose behalf the paper was filed  or his or her representative,0
4 papers are considered filed when they are mailed,0
b service,0
a party filing a document with the alj or the board must  at the time of filing  serve a copy of the document on the other party,0
service upon any party of any document must be made by delivering a copy  or placing a copy of the document in the united states mail  postage prepaid and addressed  or with a private delivery service  to the partys last known address,0
when a party is represented by an attorney  service must be made upon the attorney in lieu of the party,0
c proof of service,0
a certificate of the natural person serving the document by personal delivery or by mail  setting forth the manner of service  constitutes proof of service,0
â 160526 computation of time,0
a in computing any period of time under this subpart or in an order issued thereunder  the time begins with the day following the act  event or default  and includes the last day of the period unless it is a saturday  sunday  or legal holiday observed by the federal government  in which event it includes the next business day,0
b when the period of time allowed is less than 7 days  intermediate saturdays  sundays  and legal holidays observed by the federal government must be excluded from the computation,0
c where a document has been served or issued by placing it in the mail  an additional 5 days must be added to the time permitted for any response,0
this paragraph does not apply to requests for hearing under â160504,0
â 160528 motions,0
a an application to the alj for an order or ruling must be by motion,0
motions must state the relief sought  the authority relied upon and the facts alleged  and must be filed with the alj and served on all other parties,0
b except for motions made during a prehearing conference or at the hearing  all motions must be in writing,0
the alj may require that oral motions be reduced to writing,0
c within 10 days after a written motion is served  or such other time as may be fixed by the alj  any party may file a response to the motion,0
d the alj may not grant a written motion before the time for filing responses has expired  except upon consent of the parties or following a hearing on the motion  but may overrule or deny the motion without awaiting a response,0
e the alj must make a reasonable effort to dispose of all outstanding motions before the beginning of the hearing,0
â 160530 sanctions,0
the alj may sanction a person  including any party or attorney  for failing to comply with an order or procedure  for failing to defend an action or for other misconduct that interferes with the speedy  orderly or fair conduct of the hearing,0
the sanctions must reasonably relate to the severity and nature of the failure or misconduct,0
the sanctions may include â,0
a in the case of refusal to provide or permit discovery under the terms of this part  drawing negative factual inferences or treating the refusal as an admission by deeming the matter  or certain facts  to be established,0
b prohibiting a party from introducing certain evidence or otherwise supporting a particular claim or defense,0
c striking pleadings  in whole or in part,0
d staying the proceedings,0
e dismissal of the action,0
f entering a decision by default,0
g ordering the party or attorney to pay the attorneys fees and other costs caused by the failure or misconduct and,0
h refusing to consider any motion or other action that is not filed in a timely manner,0
â 160532 collateral estoppel,0
when a final determination that the respondent violated an administrative simplification provision has been rendered in any proceeding in which the respondent was a party and had an opportunity to be heard  the respondent is bound by that determination in any proceeding under this part,0
â 160534 the hearing,0
a the alj must conduct a hearing on the record in order to determine whether the respondent should be found liable under this part,0
1 the respondent has the burden of going forward and the burden of persuasion with respect to any,0
i affirmative defense pursuant to â160410 of this part,0
ii challenge to the amount of a proposed penalty pursuant to ââ160404â160408 of this part  including any factors raised as mitigating factors or,0
iii claim that a proposed penalty should be reduced or waived pursuant to â160412 of this part,0
the secretary has the burden of going forward and the burden of persuasion with respect to all other issues  including issues of liability and the existence of any factors considered as aggravating factors in determining the amount of the proposed penalty,0
3 the burden of persuasion will be judged by a preponderance of the evidence,0
c the hearing must be open to the public unless otherwise ordered by the alj for good cause shown,0
d1 subject to the 15day rule under â160518a and the admissibility of evidence under â160540  either party may introduce  during its case in chief  items or information that arose or became known after the date of the issuance of the notice of proposed determination or the request for hearing  as applicable,0
such items and information may not be admitted into evidence  if introducedâ,0
by the secretary  unless they are material and relevant to the acts or omissions with respect to which the penalty is proposed in the notice of proposed determination pursuant to â160420 of this part  including circumstances that may increase penalties or,0
ii by the respondent  unless they are material and relevant to an admission  denial or explanation of a finding of fact in the notice of proposed determination under â160420 of this part  or to a specific circumstance or argument expressly stated in the request for hearing under â160504  including circumstances that may reduce penalties,0
2 after both parties have presented their cases  evidence may be admitted in rebuttal even if not previously exchanged in accordance with â160518,0
â 160536 statistical sampling,0
a in meeting the burden of proof set forth in â160534  the secretary may introduce the results of a statistical sampling study as evidence of the number of violations under â160406 of this part  or the factors considered in determining the amount of the civil money penalty under â160408 of this part,0
such statistical sampling study  if based upon an appropriate sampling and computed by valid statistical methods  constitutes prima facie evidence of the number of violations and the existence of factors material to the proposed civil money penalty as described in ââ160406 and 160408,0
b once the secretary has made a prima facie case  as described in paragraph a of this section  the burden of going forward shifts to the respondent to produce evidence reasonably calculated to rebut the findings of the statistical sampling study,0
the secretary will then be given the opportunity to rebut this evidence,0
â 160538 witnesses,0
a except as provided in paragraph b of this section  testimony at the hearing must be given orally by witnesses under oath or affirmation,0
b at the discretion of the alj  testimony of witnesses other than the testimony of expert witnesses may be admitted in the form of a written statement,0
the alj may  at his or her discretion  admit prior sworn testimony of experts that has been subject to adverse examination  such as a deposition or trial testimony,0
any such written statement must be provided to the other party  along with the last known address of the witness  in a manner that allows sufficient time for the other party to subpoena the witness for crossexamination at the hearing,0
prior written statements of witnesses proposed to testify at the hearing must be exchanged as provided in â160518,0
c the alj must exercise reasonable control over the mode and order of interrogating witnesses and presenting evidence so as to,0
1 make the interrogation and presentation effective for the ascertainment of the truth,0
2 avoid repetition or needless consumption of time and,0
3 protect witnesses from harassment or undue embarrassment,0
d the alj must permit the parties to conduct crossexamination of witnesses as may be required for a full and true disclosure of the facts,0
e the alj may order witnesses excluded so that they cannot hear the testimony of other witnesses  except that the alj may not order to be excludedâ,0
1 a party who is a natural person,0
2 in the case of a party that is not a natural person  the officer or employee of the party appearing for the entity pro se or designated as the partys representative or,0
3 a natural person whose presence is shown by a party to be essential to the presentation of its case  including a person engaged in assisting the attorney for the secretary,0
â 160540 evidence,0
a the alj must determine the admissibility of evidence,0
b except as provided in this subpart  the alj is not bound by the federal rules of evidence,0
however  the alj may apply the federal rules of evidence where appropriate  for example  to exclude unreliable evidence,0
c the alj must exclude irrelevant or immaterial evidence,0
d although relevant  evidence may be excluded if its probative value is substantially outweighed by the danger of unfair prejudice  confusion of the issues  or by considerations of undue delay or needless presentation of cumulative evidence,0
e although relevant  evidence must be excluded if it is privileged under federal law,0
f evidence concerning offers of compromise or settlement are inadmissible to the extent provided in rule 408 of the federal rules of evidence,0
g evidence of crimes  wrongs  or acts other than those at issue in the instant case is admissible in order to show motive  opportunity  intent  knowledge  preparation  identity  lack of mistake  or existence of a scheme,0
this evidence is admissible regardless of whether the crimes  wrongs  or acts occurred during the statute of limitations period applicable to the acts or omissions that constitute the basis for liability in the case and regardless of whether they were referenced in the secretarys notice of proposed determination under â160420 of this part,0
h the alj must permit the parties to introduce rebuttal witnesses and evidence,0
i all documents and other evidence offered or taken for the record must be open to examination by both parties  unless otherwise ordered by the alj for good cause shown,0
â 160542 the record,0
a the hearing must be recorded and transcribed,0
transcripts may be obtained following the hearing from the alj,0
a party that requests a transcript of hearing proceedings must pay the cost of preparing the transcript unless  for good cause shown by the party  the payment is waived by the alj or the board  as appropriate,0
b the transcript of the testimony  exhibits  and other evidence admitted at the hearing  and all papers and requests filed in the proceeding constitute the record for decision by the alj and the secretary,0
c the record may be inspected and copied upon payment of a reasonable fee by any person  unless otherwise ordered by the alj for good cause shown,0
d for good cause  the alj may order appropriate redactions made to the record,0
â 160544 post hearing briefs,0
the alj may require the parties to file posthearing briefs,0
in any event  any party may file a posthearing brief,0
the alj must fix the time for filing the briefs,0
the time for filing may not exceed 60 days from the date the parties receive the transcript of the hearing or  if applicable  the stipulated record,0
the briefs may be accompanied by proposed findings of fact and conclusions of law,0
the alj may permit the parties to file reply briefs,0
â 160546 aljs decision,0
a the alj must issue a decision  based only on the record  which must contain findings of fact and conclusions of law,0
b the alj may affirm  increase  or reduce the penalties imposed by the secretary,0
c the alj must issue the decision to both parties within 60 days after the time for submission of posthearing briefs and reply briefs  if permitted  has expired,0
if the alj fails to meet the deadline contained in this paragraph  he or she must notify the parties of the reason for the delay and set a new deadline,0
d unless the decision of the alj is timely appealed as provided for in â160548  the decision of the alj will be final and binding on the parties 60 days from the date of service of the aljs decision,0
â 160548 appeal of the aljs decision,0
a any party may appeal the decision of the alj to the board by filing a notice of appeal with the board within 30 days of the date of service of the alj decision,0
the board may extend the initial 30 day period for a period of time not to exceed 30 days if a party files with the board a request for an extension within the initial 30 day period and shows good cause,0
b if a party files a timely notice of appeal with the board  the alj must forward the record of the proceeding to the board,0
c a notice of appeal must be accompanied by a written brief specifying exceptions to the initial decision and reasons supporting the exceptions,0
any party may file a brief in opposition to the exceptions  which may raise any relevant issue not addressed in the exceptions  within 30 days of receiving the notice of appeal and the accompanying brief,0
the board may permit the parties to file reply briefs,0
d there is no right to appear personally before the board or to appeal to the board any interlocutory ruling by the alj,0
e except for an affirmative defense under â160410b1 of this part  the board may not consider any issue not raised in the parties briefs  nor any issue in the briefs that could have been raised before the alj but was not,0
f if any party demonstrates to the satisfaction of the board that additional evidence not presented at such hearing is relevant and material and that there were reasonable grounds for the failure to adduce such evidence at the hearing  the board may remand the matter to the alj for consideration of such additional evidence,0
g the board may decline to review the case  or may affirm  increase  reduce  reverse or remand any penalty determined by the alj,0
